NFCSID,CENSUSREG,CENSUSDIV,A3,A3Ar_w,A4A_new_w,A5_2015,A8,A7,J41_2,C1_2012,C4_2012,EA_1,A11,A9,J4,J20,J43,G30_1,G30_2,G30_3,G30_4,G30_5,G30_97,G30_98,G30_99,G25_1,G25_4,A6,A41,J1,J3,B2
2018028815,2,3,1,3,1,7,6,2,4,1,1,1,2,2,3,2,4,0,0,0,0,0,1,0,0,3,3,1,6,9,3,1
2018028816,4,8,2,3,1,6,5,2,2,1,2,1,2,2,3,98,3,0,0,0,0,0,1,0,0,1,1,1,5,6,3,1
2018028817,2,3,1,5,1,4,5,2,3,1,2,1,5,8,2,1,3,0,0,0,0,0,1,0,0,1,1,1,3,6,2,1
2018028818,3,5,2,2,1,7,7,1,1,1,1,2,6,2,3,1,4,0,0,0,0,0,1,0,0,1,1,2,6,9,1,1
2018028819,3,5,1,2,1,6,8,2,5,1,1,1,2,2,3,1,4,0,0,0,0,0,1,0,0,1,1,1,5,10,1,1
2018028820,4,8,1,5,1,6,7,2,2,1,2,1,5,2,3,1,4,0,0,0,0,0,1,0,0,1,1,1,5,6,1,1
2018028821,4,9,1,5,2,4,3,1,1,2,2,1,6,8,3,1,4,0,0,0,0,0,1,0,0,1,1,2,4,10,1,1
2018028822,3,5,1,4,2,2,3,2,5,2,2,2,5,7,1,4,2,1,0,0,0,0,0,0,0,1,1,1,2,1,3,1
2018028823,3,5,2,6,1,4,3,1,1,2,2,1,5,8,3,2,4,0,0,0,0,0,1,0,0,1,1,5,2,8,3,1
2018028824,4,9,2,4,1,6,4,2,4,1,2,1,4,3,2,2,2,0,0,0,0,0,1,0,0,1,1,1,1,6,3,2
2018028825,3,5,2,2,1,4,3,4,5,1,2,1,1,2,2,3,3,1,0,0,0,0,0,0,0,1,1,2,2,3,3,2
2018028826,4,9,2,3,1,4,1,4,4,2,2,2,5,6,1,4,2,0,0,0,0,0,1,0,0,1,2,4,4,1,3,2
2018028827,3,5,2,5,1,7,8,2,1,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,6,8,1,1
2018028828,2,3,2,4,1,4,5,2,3,1,2,1,6,4,3,1,4,1,0,0,0,0,0,0,0,1,1,1,6,5,3,1
2018028829,3,5,1,5,1,4,6,2,2,1,2,1,5,2,3,1,3,0,0,0,0,0,1,0,0,1,1,1,3,8,1,1
2018028830,1,1,1,2,1,7,4,4,5,1,2,2,2,7,3,1,3,1,0,0,0,0,0,0,0,1,1,4,6,5,1,1
2018028831,2,3,2,4,1,2,3,1,2,2,2,1,1,2,3,2,3,0,0,0,0,0,1,0,0,1,1,4,2,5,1,1
2018028832,3,5,1,3,1,1,2,2,3,2,2,2,4,2,2,2,3,0,0,0,0,0,1,0,0,1,1,1,2,6,1,98
2018028833,2,3,2,3,1,4,5,4,2,1,2,1,6,2,3,1,3,0,0,0,0,0,1,0,0,1,1,2,3,7,1,1
2018028834,3,5,2,5,1,5,3,1,5,1,2,2,2,2,2,3,4,1,0,0,0,0,0,0,0,1,1,4,4,6,1,1
2018028835,3,6,2,4,1,4,5,2,3,1,2,1,2,4,2,2,3,0,0,0,0,0,1,0,0,1,1,1,4,5,3,1
2018028836,4,9,2,6,2,4,6,2,1,2,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,3,8,1,1
2018028837,2,3,2,6,1,2,5,2,3,2,2,1,5,8,2,1,3,0,0,0,0,0,1,0,0,1,1,1,2,10,3,1
2018028838,4,9,2,6,1,2,8,4,1,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,4,2,10,1,1
2018028839,2,4,2,2,1,2,5,1,3,2,98,2,3,4,3,3,3,0,0,0,0,0,0,1,0,99,99,5,2,6,3,98
2018028840,2,4,2,3,1,2,7,4,2,1,1,1,1,2,3,1,3,0,0,0,0,0,1,0,0,1,1,4,3,8,1,1
2018028841,3,5,2,6,1,4,6,2,98,1,1,1,5,8,3,1,3,0,0,1,0,0,0,0,0,1,1,1,2,10,3,1
2018028842,4,9,2,6,1,4,5,2,1,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,1,10,3,1
2018028843,4,9,1,5,1,4,5,1,5,2,2,2,5,2,2,2,2,0,0,0,0,0,1,0,0,1,1,2,3,4,2,1
2018028844,2,4,2,2,1,6,1,1,5,1,2,2,6,5,2,98,3,1,0,0,0,0,0,0,0,1,1,2,5,5,3,1
2018028845,3,6,1,5,1,4,6,2,1,1,2,1,5,2,3,1,4,0,0,0,0,0,1,0,0,1,1,1,3,10,1,2
2018028846,3,6,2,3,2,3,2,2,4,2,2,2,3,1,2,3,4,1,0,0,0,0,0,0,0,2,4,2,2,6,1,1
2018028847,4,9,2,3,1,4,4,2,3,1,98,1,2,2,2,4,2,0,0,0,0,0,1,0,0,1,1,1,2,9,1,1
2018028848,3,6,2,6,1,3,5,1,1,2,2,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,4,2,7,1,1
2018028849,1,2,2,3,2,6,7,2,3,1,1,1,4,4,2,1,2,0,0,0,0,0,1,0,0,1,1,1,5,1,3,1
2018028850,2,4,2,2,1,4,6,2,3,1,2,1,6,2,3,3,3,1,0,0,0,0,0,0,0,1,1,4,4,6,1,1
2018028851,4,8,2,6,1,7,4,2,3,2,2,1,5,4,3,1,2,0,0,0,0,0,1,0,0,1,1,1,3,5,1,1
2018028852,2,4,1,5,1,4,3,2,4,2,2,1,5,8,2,3,98,0,0,0,0,0,1,0,0,1,1,1,2,4,3,1
2018028853,1,1,2,3,1,6,3,1,4,1,2,2,2,4,1,4,2,1,1,0,0,0,0,0,0,1,4,1,5,1,2,2
2018028854,3,7,2,2,1,4,5,2,5,1,98,1,1,2,1,4,2,1,0,0,0,0,0,0,0,1,1,2,5,1,3,1
2018028855,3,5,1,4,1,2,5,4,1,2,2,1,6,8,3,1,4,0,0,0,0,0,1,0,0,1,1,2,2,7,3,1
2018028856,3,7,1,2,1,4,4,1,3,2,2,1,6,7,1,4,3,0,0,0,0,0,1,0,0,1,1,2,2,1,1,1
2018028857,2,4,2,3,1,2,3,2,2,2,2,1,4,4,2,3,2,0,0,0,0,0,1,0,0,1,1,2,2,1,1,1
2018028858,2,3,2,2,1,6,5,2,3,1,2,1,6,2,2,1,2,0,1,0,0,0,0,0,0,1,1,1,5,3,3,1
2018028859,3,5,2,2,1,4,5,2,3,1,2,1,2,4,3,1,3,0,0,0,0,0,1,0,0,1,1,2,2,6,1,1
2018028860,3,5,2,6,1,2,6,2,1,1,1,1,5,8,3,1,3,0,0,0,0,0,1,0,0,1,1,1,2,8,1,1
2018028861,4,8,1,6,1,4,5,2,5,1,2,1,1,2,2,2,2,0,0,0,0,0,1,0,0,1,1,1,2,4,3,1
2018028862,2,4,1,5,1,4,6,2,2,1,1,1,1,2,3,2,3,0,0,0,0,0,1,0,0,1,1,1,3,6,1,1
2018028863,3,6,2,2,1,5,1,1,5,2,2,2,2,4,3,1,4,1,0,0,0,0,0,0,0,1,3,1,4,10,3,2
2018028864,4,9,2,6,1,2,4,2,1,1,1,1,5,3,3,1,4,0,0,0,0,0,1,0,0,1,1,1,3,9,1,1
2018028865,3,5,2,4,1,2,4,1,1,1,98,1,1,2,3,1,4,0,0,0,0,0,1,0,0,1,1,2,2,10,3,1
2018028866,1,1,2,6,1,7,6,2,99,1,2,2,5,8,99,2,3,0,0,0,0,0,1,0,0,1,1,1,2,3,3,1
2018028867,3,5,1,5,1,2,7,2,3,1,2,1,5,2,2,2,2,0,0,0,0,0,1,0,0,1,1,1,2,3,1,1
2018028868,3,5,2,5,1,4,4,4,3,1,2,2,1,2,2,3,3,0,0,0,0,0,1,0,0,1,1,4,3,5,1,1
2018028869,1,2,1,3,1,7,7,2,2,1,2,1,1,4,3,3,2,1,1,0,0,0,0,0,0,1,1,1,2,4,2,2
2018028870,2,3,2,2,1,4,4,2,3,1,1,2,6,3,2,1,3,0,0,0,0,0,1,0,0,1,1,1,2,5,1,1
2018028871,4,9,2,5,1,6,5,1,2,99,99,2,5,2,3,2,98,0,0,0,0,0,1,0,0,1,1,4,6,6,1,99
2018028872,3,6,2,3,1,4,2,1,5,2,2,2,1,6,1,3,3,0,0,0,0,0,1,0,0,5,1,4,2,3,2,1
2018028873,3,6,1,2,1,2,2,3,4,2,2,1,6,6,2,98,4,0,0,0,0,0,1,0,0,98,1,2,2,10,1,2
2018028874,4,9,1,2,2,3,6,2,2,1,1,1,2,2,3,2,4,1,1,0,0,0,0,0,0,1,3,1,5,9,2,1
2018028875,1,1,1,4,1,4,4,1,3,2,2,2,6,2,3,1,4,0,0,0,0,0,1,0,0,1,1,2,3,8,3,2
2018028876,2,3,1,5,1,4,6,2,1,1,1,1,5,2,3,1,3,0,0,0,0,0,1,0,0,1,1,1,3,7,1,1
2018028877,3,6,2,6,1,4,2,1,2,2,2,1,6,8,2,2,3,0,0,0,0,0,1,0,0,1,2,5,3,5,3,2
2018028878,3,5,2,3,1,1,1,3,3,2,2,2,3,2,2,4,3,0,0,0,0,0,1,0,0,1,2,4,1,7,3,2
2018028879,1,1,2,5,1,2,4,1,4,2,2,1,5,3,2,1,4,0,0,0,0,0,1,0,0,1,1,2,2,6,1,1
2018028880,3,6,2,3,1,2,3,2,3,1,2,2,1,2,2,3,2,0,0,1,0,0,0,0,0,2,1,4,2,1,2,1
2018028881,3,6,2,3,1,4,5,2,5,1,2,2,2,7,2,4,3,0,0,0,0,0,1,0,0,1,1,1,2,1,2,2
2018028882,3,6,1,4,1,4,4,2,5,1,1,2,5,6,1,2,2,0,0,0,0,0,1,0,0,1,1,1,2,1,2,1
2018028883,2,4,2,2,1,3,4,1,3,1,1,1,6,2,2,3,2,0,0,0,0,0,1,0,0,1,1,2,2,7,3,1
2018028884,3,5,2,5,1,2,4,1,1,1,1,1,6,2,3,1,4,0,0,0,0,0,1,0,0,1,1,4,2,8,1,1
2018028885,2,3,2,4,1,2,1,1,2,2,2,2,5,6,1,4,1,0,0,0,0,0,1,0,0,1,1,2,2,1,1,2
2018028886,3,5,2,4,1,4,1,1,3,2,2,2,6,6,3,3,3,0,0,0,0,0,1,0,0,1,1,2,3,5,3,1
2018028887,3,6,1,6,1,2,6,2,1,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,2,2,9,1,1
2018028888,3,5,1,3,2,6,6,2,4,1,1,1,1,2,3,4,4,1,0,0,0,0,0,0,0,4,5,1,6,10,1,2
2018028889,4,8,1,2,1,7,6,1,5,1,1,1,1,2,1,2,4,0,0,0,0,0,0,0,1,98,98,1,6,10,2,1
2018028890,1,1,1,2,1,6,8,1,3,2,1,1,6,2,2,1,3,1,0,0,0,0,0,0,0,2,4,2,6,7,2,2
2018028891,4,9,2,5,1,4,3,1,5,2,2,1,1,8,2,4,1,0,0,0,0,0,1,0,0,1,1,4,3,5,3,1
2018028892,4,8,1,2,1,3,6,2,2,1,2,1,1,2,2,1,4,0,0,0,0,0,1,0,0,2,1,1,2,7,2,1
2018028893,4,8,1,6,1,6,5,2,2,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,4,1,2,8,1,1
2018028894,3,5,1,2,1,7,8,2,1,1,2,1,6,2,3,1,4,0,0,0,0,0,1,0,0,1,1,1,6,9,2,1
2018028895,3,5,1,2,2,7,6,2,4,1,1,1,3,2,3,2,4,0,1,0,0,0,0,0,0,4,2,1,6,9,3,1
2018028896,4,9,2,1,2,4,4,2,4,2,2,2,2,2,99,98,2,1,1,0,0,0,0,0,0,98,99,1,3,99,99,2
2018028897,2,4,2,2,1,5,6,2,2,1,2,1,3,2,3,1,3,1,0,0,0,0,0,0,0,1,1,1,2,6,3,1
2018028898,2,3,2,2,1,4,5,2,4,1,2,2,2,4,3,4,3,1,0,0,0,1,0,0,0,2,2,1,3,5,3,1
2018028899,1,2,1,1,2,2,1,1,2,2,1,2,2,1,2,1,3,0,0,0,0,0,1,0,0,1,3,2,2,5,1,2
2018028900,4,8,2,6,1,7,7,2,1,2,1,1,5,8,3,1,98,0,0,0,0,0,1,0,0,1,1,1,6,8,1,2
2018028901,3,5,2,4,1,4,4,2,4,2,2,2,6,7,2,4,2,0,0,0,0,0,1,0,0,3,5,1,3,1,1,2
2018028902,2,3,2,2,1,2,5,2,4,98,98,2,1,3,3,1,3,0,0,0,0,0,1,0,0,2,1,1,2,6,2,98
2018028903,4,9,2,6,1,7,2,1,3,1,1,2,5,8,2,2,3,0,0,0,0,0,1,0,0,1,1,4,3,7,1,1
2018028904,3,7,2,6,1,3,2,2,1,1,2,2,5,8,2,2,2,0,0,0,0,0,1,0,0,1,1,1,2,2,1,2
2018028905,2,4,2,3,1,2,1,2,4,1,2,1,6,2,3,2,3,0,0,0,0,0,1,0,0,1,1,1,2,10,2,1
2018028906,3,5,2,2,2,7,5,2,2,1,2,1,3,1,3,2,3,0,0,0,0,0,1,0,0,1,1,1,6,7,1,1
2018028907,3,5,2,3,2,4,5,2,4,2,2,2,2,7,2,2,4,0,0,1,0,0,0,0,0,1,2,1,3,10,2,2
2018028908,2,3,2,2,1,3,5,2,3,1,1,2,2,4,3,2,3,0,0,0,0,0,1,0,0,1,4,1,2,6,3,1
2018028909,1,1,1,5,1,2,5,2,1,1,1,1,1,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,2,10,3,1
2018028910,3,6,1,5,1,4,7,2,3,2,2,1,6,8,3,1,3,0,0,0,0,0,1,0,0,1,1,1,2,6,1,1
2018028911,3,6,2,6,1,2,5,2,1,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,2,8,1,1
2018028912,2,4,1,6,1,7,8,2,4,1,1,1,5,8,2,2,3,0,0,0,0,0,1,0,0,1,1,1,6,6,3,1
2018028913,4,8,2,6,1,4,3,1,4,2,1,1,6,8,2,2,2,0,0,0,0,0,1,0,0,1,1,5,3,3,3,99
2018028914,3,5,2,4,1,3,4,2,3,2,2,2,2,3,2,3,3,0,0,1,0,0,0,0,0,1,1,5,2,3,1,1
2018028915,2,3,1,5,1,4,7,2,1,1,1,1,1,2,3,1,4,0,0,1,0,0,0,0,0,1,1,1,3,8,1,1
2018028916,3,6,1,3,2,2,4,1,2,2,2,2,3,6,3,99,3,0,0,0,0,0,0,1,0,99,2,1,2,6,3,2
2018028917,1,1,1,4,1,7,7,1,1,1,1,1,6,2,3,1,4,0,0,0,0,0,1,0,0,1,1,2,6,8,3,1
2018028918,3,6,2,6,2,7,5,1,1,1,2,1,5,2,3,2,3,0,0,1,0,0,0,0,0,1,1,4,5,7,1,1
2018028919,3,5,2,5,2,6,8,2,1,1,2,1,5,2,3,1,4,0,0,0,0,0,1,0,0,1,1,1,5,9,3,1
2018028920,3,6,1,5,1,3,7,2,1,1,2,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,2,9,3,1
2018028921,3,5,1,1,1,2,1,3,3,2,98,1,6,3,3,98,4,0,0,0,0,0,1,0,0,1,1,2,6,5,3,2
2018028922,3,6,2,2,2,4,1,1,1,2,2,2,1,5,1,4,2,1,0,0,0,0,0,0,0,2,3,2,98,1,1,2
2018028923,4,9,1,5,1,4,2,1,5,2,2,1,6,8,3,1,3,0,0,0,0,0,1,0,0,1,1,2,3,10,1,99
2018028924,4,9,2,6,1,4,5,2,1,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,3,9,1,1
2018028925,4,9,2,5,1,4,6,2,1,1,1,1,6,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,3,9,1,1
2018028926,2,4,1,1,1,4,2,2,3,98,1,1,2,4,2,2,4,0,1,0,0,0,0,0,0,1,4,1,4,4,1,2
2018028927,3,5,1,6,2,6,5,1,1,1,1,1,6,8,3,1,4,0,0,0,0,0,1,0,0,1,1,2,3,10,1,1
2018028928,3,5,2,3,1,7,8,2,2,2,2,1,3,2,3,1,3,1,0,0,0,0,0,0,0,1,1,1,6,7,3,1
2018028929,3,6,1,6,1,4,4,4,2,1,2,2,6,8,3,1,3,0,0,0,0,0,1,0,0,1,1,5,3,8,1,1
2018028930,4,9,2,1,2,4,4,2,3,1,2,2,6,5,3,1,3,1,0,0,0,0,0,0,0,1,1,1,99,5,3,1
2018028931,4,9,1,2,1,4,4,1,3,2,2,2,1,8,3,2,4,0,0,0,0,0,1,0,0,1,1,4,3,8,1,1
2018028932,2,3,2,6,1,7,8,2,1,1,1,1,5,3,3,1,4,0,0,0,0,0,1,0,0,1,1,1,6,5,1,1
2018028933,4,9,1,6,1,6,4,2,3,1,2,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,2,5,3,1
2018028934,3,6,2,6,1,4,5,2,1,2,1,1,5,8,3,1,3,0,0,0,0,0,1,0,0,1,1,1,2,10,1,1
2018028935,2,3,1,4,1,7,2,1,5,2,2,2,6,6,1,4,2,1,0,0,0,0,0,0,0,1,1,2,2,1,2,2
2018028936,1,1,1,2,1,3,1,1,5,2,2,2,6,3,2,4,2,0,0,0,0,0,1,0,0,1,1,2,2,1,3,1
2018028937,4,8,2,2,1,6,4,2,3,1,2,1,1,1,2,1,3,0,0,0,0,0,1,0,0,1,1,1,6,5,3,1
2018028938,2,4,1,2,2,2,1,4,98,98,98,98,1,1,98,98,98,0,0,0,0,0,0,1,0,98,98,2,2,98,98,98
2018028939,4,9,2,5,1,6,3,1,2,98,98,1,6,8,3,1,3,0,0,0,0,0,1,0,0,1,1,1,5,6,1,1
2018028940,4,9,2,3,1,2,4,2,4,1,2,2,6,4,2,3,3,0,0,0,0,0,1,0,0,98,1,3,2,8,1,2
2018028941,2,3,1,3,1,7,5,1,3,1,1,1,6,2,2,2,3,1,0,0,0,0,0,0,0,1,1,2,6,5,3,1
2018028942,4,8,2,5,1,7,1,4,4,2,1,1,6,8,3,1,98,0,0,0,0,0,1,0,0,1,1,2,6,5,1,1
2018028943,4,9,2,3,1,6,3,4,5,1,2,2,6,2,2,98,2,0,0,0,0,0,1,0,0,1,1,2,6,1,3,1
2018028944,4,9,1,2,1,2,5,2,2,1,98,2,6,4,2,2,2,0,0,0,0,0,1,0,0,1,1,2,2,5,3,1
2018028945,3,5,1,1,2,3,5,4,98,2,2,1,3,3,2,3,4,0,0,0,0,0,0,1,0,3,3,1,2,5,3,98
2018028946,3,7,2,2,1,4,3,4,3,2,2,2,6,7,2,3,3,0,0,0,0,0,1,0,0,1,2,2,3,1,1,2
2018028947,4,9,1,2,1,2,4,2,4,98,2,2,2,2,2,3,3,0,0,0,0,0,1,0,0,1,1,1,99,3,2,1
2018028948,3,5,1,5,1,7,7,2,1,1,2,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,5,10,1,1
2018028949,2,4,2,2,1,2,1,1,5,1,2,2,4,7,3,2,3,0,0,0,0,0,1,0,0,1,1,2,5,1,1,2
2018028950,3,5,2,4,1,4,3,3,1,2,2,1,6,4,3,1,3,0,0,0,0,0,1,0,0,1,1,2,3,9,1,1
2018028951,4,9,2,5,1,2,7,2,1,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,2,10,1,1
2018028952,2,3,2,4,1,6,7,2,2,1,2,1,2,3,3,1,3,0,0,0,0,0,1,0,0,1,1,1,5,7,1,1
2018028953,2,4,2,4,1,2,5,2,1,1,2,1,5,4,3,1,4,0,0,0,0,0,1,0,0,1,1,1,2,10,1,2
2018028954,3,7,1,5,1,4,1,1,1,2,2,2,5,3,1,4,1,0,0,0,0,0,1,0,0,1,2,2,3,5,1,1
2018028955,3,5,2,6,2,6,7,2,1,1,2,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,2,10,1,1
2018028956,3,5,2,3,1,6,5,2,3,1,1,1,2,4,2,1,4,0,0,0,0,0,1,0,0,1,1,1,5,7,1,1
2018028957,2,4,2,2,1,4,7,2,2,1,99,1,2,2,3,99,4,0,0,0,0,0,1,0,0,1,1,1,2,5,1,99
2018028958,3,6,2,6,1,4,5,2,1,2,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,6,8,3,1
2018028959,3,5,2,6,1,7,6,2,4,1,1,1,6,8,2,2,3,0,0,0,0,0,1,0,0,1,1,1,6,3,3,1
2018028960,2,3,1,2,1,6,5,2,5,1,2,2,6,2,1,4,2,1,0,0,0,0,0,0,0,1,1,1,5,2,3,1
2018028961,3,6,2,6,1,2,3,1,4,1,2,1,5,8,2,3,3,0,0,0,0,0,1,0,0,1,1,4,2,7,3,2
2018028962,4,9,1,5,1,3,2,1,4,2,2,2,5,8,2,4,2,0,0,0,0,0,1,0,0,1,1,5,2,5,2,1
2018028963,2,3,2,4,1,7,7,2,2,1,1,1,2,2,3,1,3,0,0,0,0,0,1,0,0,1,1,1,4,7,1,1
2018028964,3,5,1,5,1,4,6,2,5,1,1,1,5,2,3,1,3,0,1,0,0,0,0,0,0,1,1,1,2,7,2,1
2018028965,2,4,2,4,1,4,5,1,5,1,2,2,5,2,1,4,2,1,0,0,0,0,0,0,0,1,1,4,3,1,2,2
2018028966,4,8,2,3,1,6,5,2,5,2,2,2,2,4,2,2,3,0,0,0,0,0,1,0,0,1,1,1,5,6,1,2
2018028967,4,9,1,6,1,4,3,2,1,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,2,9,1,1
2018028968,4,9,2,6,1,7,6,2,3,98,98,1,5,8,3,2,3,0,0,0,0,0,1,0,0,2,1,1,2,7,3,1
2018028969,3,5,2,6,1,2,1,1,5,2,2,1,5,8,2,3,3,0,0,0,0,0,1,0,0,1,1,4,1,3,3,1
2018028970,1,1,2,4,1,6,6,1,2,1,2,1,6,2,3,1,3,0,0,0,0,0,1,0,0,1,1,2,5,8,3,1
2018028971,3,7,2,6,1,4,2,1,5,2,2,2,1,8,1,3,3,0,0,0,0,0,1,0,0,1,1,5,3,4,3,1
2018028972,1,1,2,5,1,4,6,2,2,1,1,1,6,8,3,2,3,0,0,0,0,0,1,0,0,1,1,1,3,99,3,2
2018028973,3,5,2,3,1,2,5,2,4,1,2,1,2,2,2,3,2,0,0,0,0,0,1,0,0,1,1,1,2,1,3,1
2018028974,4,8,2,6,1,4,7,2,1,1,1,1,1,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,3,9,1,1
2018028975,4,9,1,6,1,4,4,1,1,1,2,1,6,8,3,1,98,0,0,0,0,0,1,0,0,1,1,5,3,8,3,1
2018028976,1,1,2,5,1,7,7,2,3,1,1,1,5,1,3,1,3,0,0,0,0,0,1,0,0,1,1,1,2,7,1,1
2018028977,4,9,2,6,1,4,5,4,1,1,1,1,6,8,3,1,4,0,0,0,0,0,1,0,0,1,1,2,2,10,3,1
2018028978,1,1,1,2,1,4,5,2,2,1,2,1,2,2,3,1,4,0,0,0,0,0,1,0,0,1,1,1,3,5,1,1
2018028979,4,8,1,3,1,7,6,2,1,2,2,1,2,2,3,3,4,0,0,0,0,0,1,0,0,1,1,1,5,10,1,1
2018028980,3,6,2,5,1,4,6,2,5,1,2,1,5,7,2,3,1,0,0,0,0,0,1,0,0,1,1,1,3,1,3,2
2018028981,4,9,2,6,1,7,4,1,1,2,1,1,6,8,3,1,3,0,0,0,0,0,1,0,0,1,1,4,6,9,3,1
2018028982,3,7,2,5,1,3,3,2,4,2,2,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,2,9,1,1
2018028983,3,6,2,6,1,4,4,2,1,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,2,8,3,1
2018028984,2,3,1,3,1,5,6,2,5,1,1,1,4,2,98,2,4,0,0,1,0,0,0,0,0,2,2,1,4,10,2,1
2018028985,1,1,1,6,1,7,8,2,1,2,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,6,9,1,1
2018028986,2,3,2,6,1,7,4,1,1,1,1,1,6,8,3,1,4,0,0,0,0,0,1,0,0,1,1,2,1,8,1,1
2018028987,4,9,2,5,1,4,8,2,3,1,1,2,2,4,3,2,2,1,0,0,0,0,0,0,0,1,1,1,6,7,1,1
2018028988,3,5,2,5,1,4,1,2,1,1,1,1,3,4,3,1,4,0,0,0,0,0,1,0,0,1,1,1,3,10,3,1
2018028989,3,7,2,2,2,2,4,2,4,1,2,2,2,2,1,2,1,0,0,0,0,0,1,0,0,1,2,1,2,1,2,2
2018028990,4,9,2,5,1,2,4,2,3,1,2,1,5,2,2,3,3,0,0,0,0,0,1,0,0,1,1,1,2,8,3,1
2018028991,4,8,2,6,1,2,5,2,1,2,2,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,5,8,1,1
2018028992,3,6,2,4,1,4,4,4,3,1,1,1,1,2,3,2,3,0,0,0,0,0,1,0,0,1,1,4,6,5,3,1
2018028993,3,6,2,6,1,3,6,2,4,2,2,1,5,8,3,1,3,0,0,0,0,0,1,0,0,1,1,1,5,4,3,1
2018028994,3,6,2,6,1,4,6,4,3,1,1,98,5,8,3,1,4,0,0,1,0,0,0,0,0,1,1,5,2,5,1,1
2018028995,3,5,1,2,2,2,2,4,1,2,2,2,6,3,2,4,2,0,0,0,0,0,1,0,0,1,3,2,2,5,2,2
2018028996,3,6,1,4,1,2,4,2,4,1,1,1,1,2,3,1,3,0,0,0,0,0,1,0,0,1,1,1,2,10,3,1
2018028997,2,3,2,4,1,7,8,2,1,1,1,1,1,2,3,1,4,0,0,0,0,0,1,0,0,1,1,1,6,10,3,1
2018028998,4,9,1,6,1,6,5,1,1,1,2,2,6,8,3,1,4,0,0,0,0,0,1,0,0,1,1,2,5,7,1,1
2018028999,2,3,2,4,2,6,3,1,3,2,2,2,1,1,3,1,4,1,0,0,0,0,0,0,0,1,1,2,4,6,3,2
2018029000,3,7,2,3,1,2,5,2,2,99,99,1,2,4,3,1,4,0,0,0,0,0,1,0,0,1,1,1,2,4,1,2
2018029001,3,6,1,6,1,4,5,2,1,1,2,2,5,2,3,1,4,0,0,0,0,0,1,0,0,1,1,1,2,5,1,1
2018029002,4,9,2,4,1,6,3,4,4,2,2,2,1,2,2,3,3,1,0,0,0,0,0,0,0,1,1,4,5,1,3,2
2018029003,2,3,2,2,1,4,4,3,5,2,2,2,6,5,3,4,3,1,0,0,0,0,0,0,0,1,1,2,4,5,1,1
2018029004,2,3,1,4,1,4,4,3,3,2,2,1,6,2,2,2,2,0,0,0,0,0,1,0,0,1,2,4,3,6,2,2
2018029005,2,3,1,3,1,7,6,1,4,1,1,1,2,3,1,1,4,0,0,0,0,0,1,0,0,5,4,1,6,10,2,2
2018029006,4,8,2,5,2,4,6,2,1,1,1,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,1,4,8,3,1
2018029007,3,5,1,2,1,4,4,1,5,1,2,1,6,2,3,3,3,1,0,0,0,0,0,0,0,1,1,2,3,4,1,1
2018029008,2,3,1,2,1,2,4,3,3,2,2,2,6,6,2,4,3,0,0,0,0,0,1,0,0,1,1,2,2,5,1,2
2018029009,2,3,2,3,1,4,4,2,3,2,2,2,1,1,2,3,3,1,0,0,0,0,0,0,0,1,1,1,4,4,3,2
2018029010,3,5,2,3,1,4,1,2,3,2,2,1,5,6,1,4,2,0,0,0,0,0,1,0,0,2,1,2,2,1,1,2
2018029011,2,3,1,2,1,5,5,1,3,2,2,2,1,2,2,3,3,1,0,0,0,0,0,0,0,2,4,2,3,3,2,2
2018029012,4,9,2,4,2,4,3,3,4,1,2,2,2,2,2,1,3,0,0,0,0,0,1,0,0,1,1,4,5,4,2,1
2018029013,3,6,1,6,1,4,5,1,1,1,2,1,5,8,3,1,4,0,0,0,0,0,1,0,0,1,1,4,5,7,1,1
2018029014,4,8,1,2,1,5,5,2,3,1,2,2,1,2,3,2,3,1,1,0,0,0,0,0,0,1,1,1,5,7,3,1
